Key;Item.Type;Publication.Year;Author;Title;Publication.Title;ISBN;ISSN;DOI;Url;Abstract.Note;Date;Date.Added;Date.Modified;Access.Date;Pages;Num.Pages;Issue;Volume;Number.Of.Volumes;Journal.Abbreviation;Short.Title;Series;Series.Number;Series.Text;Series.Title;Publisher;Place;Language;Rights;Type;Archive;Archive.Location;Library.Catalog;Call.Number;Extra;Notes;File.Attachments;Link.Attachments;Manual.Tags;Automatic.Tags;Editor;Series.Editor;Translator;Contributor;Attorney.Agent;Book.Author;Cast.Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed.Author;Scriptwriter;Words.By;Guest;Number;Edition;Running.Time;Scale;Medium;Artwork.Size;Filing.Date;Application.Number;Assignee;Issuing.Authority;Country;Meeting.Name;Conference.Name;Court;References;Reporter;Legal.Status;Priority.Numbers;Programming.Language;Version;System;Code;Code.Number;Section;Session;Committee;History;Legislative.Body
NS95D5MU;journalArticle;2019;"Lussem, Ulrike; Bolten, Andreas; Menne, Jannis; Gnyp, Martin Leon; Schellberg, Jürgen; Bareth, Georg";Estimating biomass in temperate grassland with high resolution canopy surface models from UAV-based RGB images and vegetation indices;Journal of Applied Remote Sensing;NA;1931-3195;10.1117/1.JRS.13.034525;https://www.spiedigitallibrary.org/journals/journal-of-applied-remote-sensing/volume-13/issue-03/034525/Estimating-biomass-in-temperate-grassland-with-high-resolution-canopy-surface/10.1117/1.JRS.13.034525.full;;23.09.2019;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;1;NA;3;13;NA;J. Appl. Rem. Sens.;;;NA;NA;NA;NA;NA;;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\6CB3DEG9\Lussem et al. - 2019 - Estimating biomass in temperate grassland with hig.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
XQXWVRXF;journalArticle;2020;"Barnetson, Jason; Phinn, Stuart; Scarth, Peter";Estimating Plant Pasture Biomass and Quality from UAV Imaging across Queensland’s Rangelands;AgriEngineering;NA;2624-7402;10.3390/agriengineering2040035;https://www.mdpi.com/2624-7402/2/4/35;"The aim of this research was to test recent developments in the use of Remotely Piloted Aircraft Systems or Unmanned Aerial Vehicles (UAV)/drones to map both pasture quantity as biomass yield and pasture quality as the proportions of key pasture nutrients, across a selected range of field sites throughout the rangelands of Queensland. Improved pasture management begins with an understanding of the state of the resource base, UAV based methods can potentially achieve this at improved spatial and temporal scales. This study developed machine learning based predictive models of both pasture measures. UAV-based structure from motion photogrammetry provided a measure of yield from overlapping high resolution visible colour imagery. Pasture nutrient composition was estimated from the spectral signatures of visible near infrared hyperspectral UAV sensing. An automated pasture height surface modelling technique was developed, tested and used along with field site measurements to predict further estimates across each field site. Both prior knowledge and automated predictive modelling techniques were employed to predict yield and nutrition. Pasture height surface modelling was assessed against field measurements using a rising plate meter, results reported correlation coefficients (R2) ranging from 0.2 to 0.4 for both woodland and grassland field sites. Accuracy of the predictive modelling was determined from further field measurements of yield and on average indicated an error of 0.8 t ha−1 in grasslands and 1.3 t ha−1 in mixed woodlands across both modelling approaches. Correlation analyses between measures of pasture quality, acid detergent fibre and crude protein (ADF, CP), and spectral reflectance data indicated the visible red (651 nm) and red-edge (759 nm) regions were highly correlated (ADF R2 = 0.9 and CP R2 = 0.5 mean values). These findings agreed with previous studies linking specific absorption features with grass chemical composition. These results conclude that the practical application of such techniques, to efficiently and accurately map pasture yield and quality, is possible at the field site scale; however, further research is needed, in particular further field sampling of both yield and nutrient elements across such a diverse landscape, with the potential to scale up to a satellite platform for broader scale monitoring.";05.11.2020;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;523-543;NA;4;2;NA;AgriEngineering;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\KTRICIDA\Barnetson et al. - 2020 - Estimating Plant Pasture Biomass and Quality from .pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
92E8ZJ7J;journalArticle;2016;"Chen, Jianjun; Yi, Shuhua; Qin, Yu; Wang, Xiaoyun";Improving estimates of fractional vegetation cover based on UAV in alpine grassland on the Qinghai–Tibetan Plateau;International Journal of Remote Sensing;NA;0143-1161, 1366-5901;10.1080/01431161.2016.1165884;http://www.tandfonline.com/doi/full/10.1080/01431161.2016.1165884;;17.04.2016;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;1922-1936;NA;8;37;NA;International Journal of Remote Sensing;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\YTJGZVNY\Chen et al. - 2016 - Improving estimates of fractional vegetation cover.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CUWVTRRT;journalArticle;2020;"Wijesingha, Jayan; Astor, Thomas; Schulze-Brüninghoff, Damian; Wachendorf, Michael";Mapping Invasive Lupinus polyphyllus Lindl. in Semi-natural Grasslands Using Object-Based Image Analysis of UAV-borne Images;PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science;NA;2512-2789, 2512-2819;10.1007/s41064-020-00121-0;https://link.springer.com/10.1007/s41064-020-00121-0;"Abstract                            Knowledge on the spatio-temporal distribution of invasive plant species is vital to maintain biodiversity in grasslands which are threatened by the invasion of such plants and to evaluate the effect of control activities conducted. Manual digitising of aerial images with field verification is the standard method to create maps of the invasive               Lupinus polyphyllus               Lindl. (Lupine) in semi-natural grasslands of the UNESCO biosphere reserve “Rhön”. As the standard method is labour-intensive, a workflow was developed to map lupine coverage using an unmanned aerial vehicle (UAV)-borne remote sensing (RS) along with object-based image analysis (OBIA). UAV-borne red, green, blue and thermal imaging, as well as photogrammetric canopy height modelling (CHM) were applied. Images were segmented by unsupervised parameter optimisation into image objects representing lupine plants and grass vegetation. Image objects obtained were classified using random forest classification modelling based on objects’ attributes. The classification model was employed to create lupine distribution maps of test areas, and predicted data were compared with manually digitised lupine coverage maps. The classification models yielded a mean prediction accuracy of 89%. The maximum difference in lupine area between classified and digitised lupine maps was 5%. Moreover, the pixel-wise map comparison showed that 88% of all pixels matched between classified and digitised maps. Our results indicated that lupine coverage mapping using UAV-borne RS data and OBIA provides similar results as the standard manual digitising method and, thus, offers a valuable tool to map invasive lupine on grasslands.                        ,              Zusammenfassung                            Kartierung der invasiven Lupinus Polyphyllus Lindl. auf naturnahem Grünland mit UAV-gestützten Bildern und objektbasierter Bildanalyse.               Die Kenntnis der raum-zeitlichen Verteilung invasiver Pflanzenarten ist unerlässlich a) für die Exhaltung der Artenvielfalt in Grünland, das durch das Eindringen solcher Pflanzen bedroht ist, und b) für die Kontrolle der Wirksamkeit von Gegenmaßnahmen. Die manuelle Digitalisierung von Luftbildern mit Feldvergleich ist bisher die Standardmethode dardmethode zur Erstellung von Karten der invasiven Lupinus polyphyllus Lindl. (Lupine) in naturnahen Magerrasen des UNESCO-Biosphärenreservats ""Rhön"". Da dieses Verfahren arbeitsaufwändig ist, wurde eine neue Methode zur Kartierung der Verbreitung der Lupine auf Basis von UAV-gestützter Fernerkundung (RS) und objektbasierter Bildanalyse (OBIA) entwickelt. Dabei kommen rgb-Bilder, Thermalbilder und Oberflächenmodelle der Vegetation zum Einsatz. Die Bilder wurden durch eine parameteroptimierte, unüberwachte Segmentierung so zerlegt, dass die Segmente die Objektklassen „Lupine“ und „Gras“ repräsentieren. Die Segmente wurden dann anhand der Objektattribute mit einer Random-Forest- Klassifizierung einzeln den Klassen „Lupine“ und „Gras“ zugeordnet. Eine aus dem Klassifikationsmodell abgeleitete Karte zur Lupinenverteilung wurde mit einer manuell digitalisierten Karte der Lupinenverteilung verglichen. Dabei zeigte sich eine mittlere Vorhersagegenauigkeit (prediction accuracy) von 89 %. Der größte Unterschied zwischen klassifizierter und digitalisierter Lupinenfläche betrug 5%. Darüber hinaus zeigte der pixelweise Vergleich, dass 88% aller klassifizierten Pixel mit den digitalisierten Pixeln übereinstimmten. Unsere Ergebnisse zeigen, dass die Kartierung der Lupinenverteilung mit UAV-basierten RS-Daten und OBIA ähnliche Ergebnisse liefert wie die bisherige manuelle Digitalisierung und damit ein wertvolles Werkzeug zur Kartierung invasiver Lupinen im Grünland darstellt.";2020-10;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;391-406;NA;5;88;NA;PFG;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\32XDUPU2\Wijesingha et al. - 2020 - Mapping Invasive Lupinus polyphyllus Lindl. in Sem.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
7B46G3P8;journalArticle;2020;"Casamitjana, Maria; Torres-Madroñero, Maria C.; Bernal-Riobo, Jaime; Varga, Diego";Soil Moisture Analysis by Means of Multispectral Images According to Land Use and Spatial Resolution on Andosols in the Colombian Andes;Applied Sciences;NA;2076-3417;10.3390/app10165540;https://www.mdpi.com/2076-3417/10/16/5540;"Surface soil moisture is an important hydrological parameter in agricultural areas. Periodic measurements in tropical mountain environments are poorly representative of larger areas, while satellite resolution is too coarse to be effective in these topographically varied landscapes, making spatial resolution an important parameter to consider. The Las Palmas catchment area near Medellin in Colombia is a vital water reservoir that stores considerable amounts of water in its andosol. In this tropical Andean setting, we use an unmanned aerial vehicle (UAV) with multispectral (visible, near infrared) sensors to determine the correlation of three agricultural land uses (potatoes, bare soil, and pasture) with surface soil moisture. Four vegetation indices (the perpendicular drought index, PDI; the normalized difference vegetation index, NDVI; the normalized difference water index, NDWI, and the soil-adjusted vegetation index, SAVI) were applied to UAV imagery and a 3 m resolution to estimate surface soil moisture through calibration with in situ field measurements. The results showed that on bare soil, the indices that best fit the soil moisture results are NDVI, NDWI and PDI on a detailed scale, whereas on potatoes crops, the NDWI is the index that correlates significantly with soil moisture, irrespective of the scale. Multispectral images and vegetation indices provide good soil moisture understanding in tropical mountain environments, with 3 m remote sensing images which are shown to be a good alternative to soil moisture analysis on pastures using the NDVI and UAV images for bare soil and potatoes.";11.08.2020;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;5540;NA;16;10;NA;Applied Sciences;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\FNVE2WAY\Casamitjana et al. - 2020 - Soil Moisture Analysis by Means of Multispectral I.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
DW58QJ54;journalArticle;2020;"Scher, C. Lane; Karimi, Nisa; Glasenhardt, Mary‐Claire; Tuffin, Ashley; Cannon, Charles H.; Scharenbroch, Bryant C.; Hipp, Andrew L.";Application of remote sensing technology to estimate productivity and assess phylogenetic heritability;Applications in Plant Sciences;NA;2168-0450, 2168-0450;10.1002/aps3.11401;https://bsapubs.onlinelibrary.wiley.com/doi/10.1002/aps3.11401;PREMISE               Measuring plant productivity is critical to understanding complex community interactions. Many traditional methods for estimating productivity, such as direct measurements of biomass and cover, are resource intensive, and remote sensing techniques are emerging as viable alternatives.                                         METHODS               We explore drone‐based remote sensing tools to estimate productivity in a tallgrass prairie restoration experiment and evaluate their ability to predict direct measures of productivity. We apply these various productivity measures to trace the evolution of plant productivity and the traits underlying it.                                         RESULTS               The correlation between remote sensing data and direct measurements of productivity varies depending on vegetation diversity, but the volume of vegetation estimated from drone‐based photogrammetry is among the best predictors of biomass and cover regardless of community composition. The commonly used normalized difference vegetation index (NDVI) is a less accurate predictor of biomass and cover than other equally accessible vegetation indices. We found that the traits most strongly correlated with productivity have lower phylogenetic signal, reflecting the fact that high productivity is convergent across the phylogeny of prairie species. This history of trait convergence connects phylogenetic diversity to plant community assembly and succession.                                         DISCUSSION               Our study demonstrates (1) the importance of considering phylogenetic diversity when setting management goals in a threatened North American grassland ecosystem and (2) the utility of remote sensing as a complement to ground measurements of grassland productivity for both applied and fundamental questions.;2020-11;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;e11401;NA;11;8;NA;Appl Plant Sci;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\LK6YSJIM\Scher et al. - 2020 - Application of remote sensing technology to estima.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9Z5AMXP5;journalArticle;2019;"Räsänen, Aleksi; Juutinen, Sari; Tuittila, Eeva‐Stiina; Aurela, Mika; Virtanen, Tarmo";Comparing ultra‐high spatial resolution remote‐sensing methods in mapping peatland vegetation;Journal of Vegetation Science;NA;1100-9233, 1654-1103;10.1111/jvs.12769;https://onlinelibrary.wiley.com/doi/10.1111/jvs.12769;Abstract                            Questions               How to map floristic variation in a patterned fen in an ecologically meaningfully way? Can plant communities be delineated with species data generalized into plant functional types? What are the benefits and drawbacks of the two selected remote‐sensing approaches in mapping vegetation patterns, namely: (a) regression models of floristically defined fuzzy plant community clusters and (b) classification of predefined habitat types that combine vegetation and land cover information?                                         Location                                Treeless 0.4 km                 2                 mesotrophic string–flark fen in Kaamanen, northern Finland.                                                        Methods               We delineated plant community clusters with fuzzy c‐means clustering based on two different inventories of plant species and functional type distribution. We used multiple optical remote‐sensing data sets, digital elevation models and vegetation height models derived from drone, aerial and satellite platforms from ultra‐high to very high spatial resolution (0.05–3 m) in an object‐based approach. We mapped spatial patterns for fuzzy and crisp plant community clusters using boosted regression trees, and fuzzy and crisp habitat types using supervised random forest classification.                                         Results                                Clusters delineated with species‐specific data or plant functional type data produced comparable results. However, species‐specific data for graminoids and mosses improved the accuracy of clustering in the case of flarks and string margins. Mapping accuracy was higher for habitat types (overall accuracy 0.72) than for fuzzy plant community clusters (                 R                 2                 values between 0.27 and 0.67).                                                        Conclusions               For ecologically meaningful mapping of a patterned fen vegetation, plant functional types provide enough information. However, if the aim is to capture floristic variation in vegetation as realistically as possible, species‐specific data should be used. Maps of plant community clusters and habitat types complement each other. While fuzzy plant communities appear to be floristically most accurate, crisp habitat types are easiest to interpret and apply to different landscape and biogeochemical cycle analyses and modeling.;2019-09;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;1016-1026;NA;5;30;NA;J Vegetation Science;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\GYBGHXLM\Räsänen et al. - 2019 - Comparing ultra‐high spatial resolution remote‐sen.pdf;NA;NA;NA;Rocchini, Duccio;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
RGNFHHH3;journalArticle;2019;"Wijesingha, Jayan; Moeckel, Thomas; Hensgen, Frank; Wachendorf, Michael";Evaluation of 3D point cloud-based models for the prediction of grassland biomass;International Journal of Applied Earth Observation and Geoinformation;NA;15698432;10.1016/j.jag.2018.10.006;https://linkinghub.elsevier.com/retrieve/pii/S0303243418305087;;2019-06;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;352-359;NA;;78;NA;International Journal of Applied Earth Observation and Geoinformation;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\XDLAHQC3\Wijesingha et al. - 2019 - Evaluation of 3D point cloud-based models for the .pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
J5XJ8KDT;journalArticle;2018;"Van Iersel, Wimala; Straatsma, Menno; Middelkoop, Hans; Addink, Elisabeth";Multitemporal Classification of River Floodplain Vegetation Using Time Series of UAV Images;Remote Sensing;NA;2072-4292;10.3390/rs10071144;https://www.mdpi.com/2072-4292/10/7/1144;The functions of river floodplains often conflict spatially, for example, water conveyance during peak discharge and diverse riparian ecology. Such functions are often associated with floodplain vegetation. Frequent monitoring of floodplain land cover is necessary to capture the dynamics of this vegetation. However, low classification accuracies are found with existing methods, especially for relatively similar vegetation types, such as grassland and herbaceous vegetation. Unmanned aerial vehicle (UAV) imagery has great potential to improve the classification of these vegetation types owing to its high spatial resolution and flexibility in image acquisition timing. This study aimed to evaluate the increase in classification accuracy obtained using multitemporal UAV images versus single time step data on floodplain land cover classification and to assess the effect of varying the number and timing of imagery acquisition moments. We obtained a dataset of multitemporal UAV imagery and field reference observations and applied object-based Random Forest classification (RF) to data of different time step combinations. High overall accuracies (OA) exceeding 90% were found for the RF of floodplain land cover, with six vegetation classes and four non-vegetation classes. Using two or more time steps compared with a single time step increased the OA from 96.9% to 99.3%. The user’s accuracies of the classes with large similarity, such as natural grassland and herbaceous vegetation, also exceeded 90%. The combination of imagery from June and September resulted in the highest OA (98%) for two time steps. Our method is a practical and highly accurate solution for monitoring areas of a few square kilometres. For large-scale monitoring of floodplains, the same method can be used, but with data from airborne platforms covering larger extents.;19.07.2018;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;1144;NA;7;10;NA;Remote Sensing;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\BYG5URDX\Van Iersel et al. - 2018 - Multitemporal Classification of River Floodplain V.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
AI3SYCV4;journalArticle;2019;"Dong, Yu; Yan, Huimin; Wang, Na; Huang, Mei; Hu, Yunfeng";Automatic Identification of Shrub-Encroached Grassland in the Mongolian Plateau Based on UAS Remote Sensing;Remote Sensing;NA;2072-4292;10.3390/rs11131623;https://www.mdpi.com/2072-4292/11/13/1623;Recently, the increasing shrub-encroached grassland in the Mongolian Plateau partly indicates grassland quality decline and degradation. Accurate shrub identification and regional difference analysis in shrub-encroached grassland are significant for ecological degradation research. Object-oriented filter (OOF) and digital surface model (DSM)-digital terrain model (DTM) analyses were combined to establish a high-accuracy automatic shrub identification algorithm (CODA), which made full use of remote sensing products by unmanned aircraft systems (UASs). The results show that: (1) The overall accuracy of CODA in the Grain for Green test area is 89.96%, which is higher than that of OOF (84.52%) and DSM-DTM (78.44%), mainly due to the effective elimination of interference factors (such as shrub-like highland, well-grown grassland in terrain-depression area, etc.) by CODA. (2) The accuracy (87.5%) of CODA in the typical steppe test area is lower than that (92.5%) in the desert steppe test area, which may be related to the higher community structure complexity of typical steppe. Besides, the shrub density is smaller, and the regional difference is more massive in the typical steppe test area. (3) The ground sampling distance for best CODA accuracy in the Grain for Green test area is about 15 cm, while it is below 3 cm in the typical and desert steppe test area.;09.07.2019;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;1623;NA;13;11;NA;Remote Sensing;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\CTQAAME2\Dong et al. - 2019 - Automatic Identification of Shrub-Encroached Grass.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
X7CSRUCT;journalArticle;2020;"Räsänen, Aleksi; Juutinen, Sari; Kalacska, Margaret; Aurela, Mika; Heikkinen, Pauli; Mäenpää, Kari; Rimali, Aleksi; Virtanen, Tarmo";Peatland leaf-area index and biomass estimation with ultra-high resolution remote sensing;GIScience & Remote Sensing;NA;1548-1603, 1943-7226;10.1080/15481603.2020.1829377;https://www.tandfonline.com/doi/full/10.1080/15481603.2020.1829377;;02.10.2020;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;943-964;NA;7;57;NA;GIScience & Remote Sensing;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\Q8R9RUJG\Räsänen et al. - 2020 - Peatland leaf-area index and biomass estimation wi.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8BBICZVH;journalArticle;2016;"Habel, Jan Christian; Teucher, Mike; Ulrich, Werner; Bauer, Markus; Rödder, Dennis";Drones for butterfly conservation: larval habitat assessment with an unmanned aerial vehicle;Landscape Ecology;NA;0921-2973, 1572-9761;10.1007/s10980-016-0409-3;http://link.springer.com/10.1007/s10980-016-0409-3;;2016-12;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;2385-2395;NA;10;31;NA;Landscape Ecol;Drones for butterfly conservation;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\59GV3LJ2\Habel et al. - 2016 - Drones for butterfly conservation larval habitat .pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
ZCUI7WHA;journalArticle;2018;"Sun, Yi; Yi, Shuhua; Hou, Fujiang";Unmanned aerial vehicle methods makes species composition monitoring easier in grasslands;Ecological Indicators;NA;1470160X;10.1016/j.ecolind.2018.08.042;https://linkinghub.elsevier.com/retrieve/pii/S1470160X18306435;;2018-12;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;825-830;NA;;95;NA;Ecological Indicators;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\L6TWBI6E\Sun et al. - 2018 - Unmanned aerial vehicle methods makes species comp.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
NGZLRPZW;journalArticle;2018;"Viljanen, Niko; Honkavaara, Eija; Näsi, Roope; Hakala, Teemu; Niemeläinen, Oiva; Kaivosoja, Jere";A Novel Machine Learning Method for Estimating Biomass of Grass Swards Using a Photogrammetric Canopy Height Model, Images and Vegetation Indices Captured by a Drone;Agriculture;NA;2077-0472;10.3390/agriculture8050070;https://www.mdpi.com/2077-0472/8/5/70;Silage is the main feed in milk and ruminant meat production in Northern Europe. Novel drone-based remote sensing technology could be utilized in many phases of silage production, but advanced methods of utilizing these data are still developing. Grass swards are harvested three times in season, and fertilizer is applied similarly three times—once for each harvest when aiming at maximum yields. Timely information of the yield is thus necessary several times in a season for making decisions on harvesting time and rate of fertilizer application. Our objective was to develop and assess a novel machine learning technique for the estimation of canopy height and biomass of grass swards utilizing multispectral photogrammetric camera data. Variation in the studied crop stand was generated using six different nitrogen fertilizer levels and four harvesting dates. The sward was a timothy-meadow fescue mixture dominated by timothy. We extracted various features from the remote sensing data by combining an ultra-high resolution photogrammetric canopy height model (CHM) with a pixel size of 1.0 cm and red, green, blue (RGB) and near-infrared range intensity values and different vegetation indices (VI) extracted from orthophoto mosaics. We compared the performance of multiple linear regression (MLR) and a Random Forest estimator (RF) with different combinations of the CHM, RGB and VI features. The best estimation results with both methods were obtained by combining CHM and VI features and all three feature classes (CHM, RGB and VI features). Both estimators provided equally accurate results. The Pearson correlation coefficients (PCC) and Root Mean Square Errors (RMSEs) of the estimations were at best 0.98 and 0.34 t/ha (12.70%), respectively, for the dry matter yield (DMY) and 0.98 and 1.22 t/ha (11.05%), respectively, for the fresh yield (FY) estimations. Our assessment of the sensitivity of the method with respect to different development stages and different amounts of biomass showed that the use of the machine learning technique that integrated multiple features improved the results in comparison to the simple linear regressions. These results were extremely promising, showing that the proposed multispectral photogrammetric approach can provide accurate biomass estimates of grass swards, and could be developed as a low-cost tool for practical farming applications.;17.05.2018;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;70;NA;5;8;NA;Agriculture;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\N9UGC2UF\Viljanen et al. - 2018 - A Novel Machine Learning Method for Estimating Bio.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
